-3.521428320953509661e-02,1.018945212713467718e+00
5.266193946756662081e-01,-3.200200185353446053e-02
2.128698998138121579e-01,1.029968544413659481e+00
5.280690106802052863e-01,-5.255328795550467946e-02
4.762617046638650126e-02,5.748570453448565987e-01
-1.407219984409551483e-01,9.434691713871679042e-01
-5.329761769869465482e-01,-3.247208382146995476e-01
-2.567044887580993695e-02,6.131500825976221591e-01
-6.950225047898102027e-01,-5.342412525128111683e-02
-5.957339196443927065e-01,-7.978109279198135617e-01
6.648780622307770560e-01,-7.407170716282838185e-01
9.033822498407931834e-01,4.243184206112808332e-01
-5.373057043865498983e-01,-3.485399037553643664e-01
9.973217250316164240e-01,3.767238402901909033e-01
1.570929993084504983e-02,3.901757880631134823e-01
5.087271635655079560e-01,1.983953582571634233e-01
-7.839854803474419209e-02,4.773402171565819252e-01
-4.909005197706071272e-02,-5.159257137803191506e-01
-4.400621969783242160e-01,-9.167899069141923762e-01
5.621489066705274151e-01,-7.304410659528721705e-01
-3.403062721411970193e-01,-1.038860816971200807e+00
-6.770608079408443336e-01,5.798711642372558206e-01
-5.762704649784637922e-01,7.711022380869552162e-01
-4.831654263260903304e-01,2.628199406570778107e-01
-9.394090357955994230e-01,7.698955867177981194e-02
8.969151067069988104e-01,-3.738993997892346988e-01
2.352740021138273740e-01,-4.194512280202359888e-01
6.271778508383363260e-01,-1.130364370574608451e-01
2.041220409948251158e-01,-5.192147313508249651e-01
-1.888356656866574390e-01,4.412702949009251752e-01
7.462066880856219053e-02,-6.098830555715905044e-01
1.788057248293648538e-01,6.406434557762579196e-01
-5.414400970238720801e-01,-8.444664297755248850e-01
2.759130194588506613e-01,9.269864030120629206e-01
5.137811138317091020e-01,1.411816952861910668e-01
-2.294426804475390991e-01,5.052146969604504045e-01
8.702271946041814088e-01,-2.477022728096379134e-01
-7.415004179022851583e-01,-4.312740949588080852e-01
4.702226937809932394e-01,-5.749907254316732885e-03
1.080709112216345247e+00,-3.116283739591615420e-01
2.511767215527759278e-01,-3.635022975025679060e-01
-2.823630721284092204e-01,-3.259406956303453340e-01
-5.097683815489644221e-01,3.737822013303225277e-01
3.016423843176597730e-01,7.299682440070117684e-01
6.195013149217418746e-01,8.610210558320342544e-01
4.233443578825488718e-01,-2.539812815055599304e-01
-2.799247342594326504e-01,2.869244330565974277e-01
-1.034229300582659272e+00,-1.923477402769654954e-02
3.354892370173883642e-01,1.309129319805256708e-01
5.101371522080904164e-01,1.938518908836016907e-01
-8.311049684046896147e-01,-6.827934058633732262e-01
-4.624582341850804190e-01,3.036063062298500759e-01
-3.007832864011065199e-01,-9.572633648962108888e-01
9.199556753847988322e-01,3.581217645143638939e-02
8.053507358874202327e-01,-7.871230953017657739e-02
6.593749453279944550e-01,-7.312069493777798579e-01
5.906489486609101114e-01,-6.272665282800871100e-01
-3.225898932925150842e-01,2.236709348379948836e-01
-4.362659571488630150e-01,4.407347963275149993e-01
-5.715163920031103295e-01,-6.757017698759560931e-01
9.189179670320521964e-01,-1.084323915521941684e-01
1.099815550961912081e+00,-6.206677009664810507e-01
-8.125938015609694975e-01,8.258597874144483209e-01
-9.385740572872365295e-01,3.314236443795481879e-01
-1.112267328524257248e+00,-4.507186309906958677e-01
-5.526387575009641395e-01,8.395281435356530264e-02
9.634017836635405674e-01,-1.422541516364631553e-01
3.666233819008992145e-01,4.683480342916799821e-01
7.603330325586825644e-01,-5.468335909774073578e-01
-1.025965230445680998e+00,4.304074472784183980e-01
-6.880535246144119377e-01,-4.894346287418049335e-01
-6.848177289839116888e-01,6.241818436037335216e-01
1.106362836193123478e+00,-1.785602792412193940e-01
2.131423393126339327e-01,-3.437688143897033033e-01
-3.049846314687745807e-01,4.121059031370899461e-01
3.814681567606532653e-01,-9.787113097503710168e-01
7.059742934024563210e-01,-6.642933822338832339e-01
1.084466309287555941e+00,1.321272472440516987e-01
-4.856077967606964862e-01,-2.752208820083791307e-01
-9.796341789942405454e-01,-1.013394955668741743e-01
-2.538742621901159957e-01,-5.798617195488483533e-01
2.754776545284431388e-01,4.619983425060277260e-01
1.687789336985424660e-01,-4.335562293246200682e-01
8.069908244672114872e-01,-5.960186879809030724e-01
4.850750348132610856e-01,-9.495159357571824055e-01
7.641595729402070880e-01,-1.082058821030792650e+00
-4.129660753195560918e-01,4.386623178800580503e-02
-1.730715143443526394e-01,-1.085486138457241623e+00
-3.249506867449051262e-01,3.410333552490016906e-01
1.019826540876220822e+00,5.225279527480374275e-01
-1.142336222117749656e-01,-4.430007537220196356e-01
-1.594368734469749360e-01,-4.015457765632068354e-01
7.328155070271344940e-01,-3.725460452674627110e-01
-4.098001480162394294e-02,-6.519756955687934230e-01
-9.544699441982579247e-01,2.073083399527506088e-01
7.690274724403188822e-01,7.195645834511709138e-01
5.488107191328063239e-01,8.055561102928059380e-01
-4.960233265413505066e-01,-1.566994710861601969e-01
-4.638943237313234436e-01,2.997659708637582243e-01
8.265614301098835881e-01,6.590469682777475580e-01
-4.072625214943713656e-01,-2.528002525305250714e-01
-6.475937172041766887e-01,-7.685853043244816885e-01
1.975241723896324075e-01,-5.212587602616584048e-01
4.293592307092696236e-01,1.446447536193429251e-01
-2.162562880694215983e-01,-4.650161956577939515e-01
9.539559040420255709e-01,-3.169230454887560500e-01
-2.178657650354406949e-01,9.455138141751735503e-01
-1.131825491335429312e+00,-2.554033026263071715e-01
-8.503538764331411981e-01,1.444019215763663738e-02
8.154441000092195191e-01,-7.907354283112607574e-01
-3.676081127056841646e-01,2.932827663821017117e-01
6.201734729601995344e-01,8.657954597993100521e-01
3.414541998229401187e-01,1.443807096327207051e-01
-1.060351420571721937e+00,-1.800314684037583046e-01
-4.584966513692699808e-01,4.689134407746119448e-01
-6.110718688057295012e-01,-9.408886974412457027e-01
1.378793937993038621e-01,3.749809124762374379e-01
-8.934608120379784468e-01,-6.081710897150920392e-01
3.326915704323529788e-03,-9.118810430135340095e-01
2.184446561984767221e-01,-4.860424172930334352e-01
-8.211494111634061177e-01,-3.623860276813741232e-01
3.177186379577839337e-01,4.195447390165825130e-01
-1.688230027771432107e-01,4.887534017440447465e-01
3.496574437927557066e-01,-8.507356452749299525e-01
1.388744259693535932e-01,-1.065084577116706122e+00
-3.913148165942266221e-01,-6.728893728228635407e-02
-3.806169527024060306e-01,-2.210389767761979929e-01
2.285870959282855219e-01,3.915271263443068639e-01
-4.746637136815562985e-01,-1.593219149165985005e-01
1.891841313265310576e-01,-1.021145981962528815e+00
9.303868716246740389e-01,-4.263054598748697993e-02
9.717373691049053797e-01,-1.220484900006908457e-01
-6.088422447950698757e-01,-7.169961916480996900e-01
1.030513690007890171e+00,1.625023176084893217e-01
-4.466424433493337287e-01,-2.255220411701600869e-01
-3.135545005973558452e-01,-2.985289585070519114e-01
9.148521370027766775e-01,-7.436851438679937393e-03
-3.970249099221240252e-01,2.609346374661595247e-01
5.383978097671455743e-01,8.205465395632719483e-01
-6.486875665099284261e-01,8.793986921547054525e-01
-6.439055565610679599e-01,-7.482862975763955316e-01
-9.165406724250235726e-01,7.141996988900509158e-02
-4.681132505385991460e-01,3.122106813065383402e-01
2.369510495513311166e-01,-4.649989102288190623e-02
5.731341121025208540e-01,-9.293292844626067639e-01
-1.002669561755584082e+00,3.934409329051321569e-01
-5.200643679577036105e-01,3.107178052734413942e-01
3.652370035677863780e-01,2.757376942056361524e-01
5.235880284079938995e-01,3.060367933604203339e-01
-4.448145099414255177e-01,2.341370537480873260e-01
-6.975697473757940248e-01,-7.953271706737818914e-01
